height,weight
179.311,56.45
176.424,67.278
166.565,56.974
171.284,61.628
176.607,60.63
174.533,56.358
164.672,57.552
169.358,57.799
170.389,53.899
177.023,51.197
182.74,54.229
170.405,56.484
169.19,56.652
171.177,54.002
180.924,62.082
175.215,57.079
168.4,49.429
171.668,54.459
176.455,63.807
171.947,53.937
173.766,57.012
168.658,62.301
167.239,53.192
166.633,54.291
173.163,56.5
173.123,64.896
178.638,48.321
165.011,48.592
177.803,64.33
185.744,60.24
176.598,58.512
167.478,51.875
173.497,62.534
175.812,63.046
175.377,57.247
168.939,55.693
173.781,55.373
170.689,54.325
179.247,62.913
170.234,54.588
154.609,49.315
176.783,60.64
169.941,56.944
166.185,47.319
166.249,53.775
168.119,51.905
176.503,58.932
171.681,50.156
176.962,54.017
182.399,60.009
178.343,63.049
164.201,50.559
165.897,55.839
176.027,64.884
170.738,57.259
172.458,47.921
168.769,58.199
168.408,56.828
168.39,55.853
182.398,54.637
161.602,59.292
179.433,61.417
179.971,59.407
177.33,64.271
168.018,54.534
180.418,66.348
167.984,52.057
166.749,60.137
174.196,60.252
170.741,65.975
168.665,55.803
174.054,56.96
176.089,54.212
166.031,52.681
175.377,60.378
181.305,63.95
170.53,50.195
171.188,56.494
162.149,50.274
173.357,60.058
168.578,52.233
179.982,62.312
170.695,54.067
166.708,51.596
180.899,65.086
171.067,51.544
172.464,50.092
165.302,60.458
176.573,58.117
168.364,50.411
176.996,60.922
176.924,68.474
172.626,60.354
181.158,63.743
175.398,62.839
172.574,59.735
173.535,57.709
177.475,58.771
169.762,62.404
178.974,69.774
171.933,60.256
175.529,60.496
178.541,58.393
178.705,52.814
170.994,48.352
180.82,65.706
166.927,58.98
171.216,54.652
165.252,50.52
173.297,49.299
176.624,61.592
177.666,56.798
168.322,54.268
167.789,53.603
163.201,49.633
174.148,58.936
172.047,54.254
176.779,64.122
171.351,56.05
174.308,50.324
180.978,64.672
170.807,57.452
171.597,56.687
174.191,50.766
171.331,56.347
184.294,65.793
176.533,55.576
177.85,61.084
170.833,60.177
165.665,53.615
184.928,63.325
175.595,53.417
171.274,54.855
170.893,59.562
177.803,62.532
163.424,48.027
170.859,56.194
175.71,59.046
169.536,48.313
175.347,67.141
173.599,60.43
167.665,48.226
175.808,60.923
170.366,59.163
179.42,59.213
170.805,61.393
172.991,53.369
169.945,50.722
178.182,71.792
182.016,61.739
169.68,56.967
170.306,48.347
179.306,59.24
167.235,55.561
174.741,52.646
173.027,62.852
163.353,61.399
172.716,58.223
173.842,57.355
180.36,65.002
162.749,55.059
169.718,53.111
172.723,62.303
166.279,56.576
171.189,58.509
168.339,45.352
176.93,63.568
172.37,55.448
174.147,55.023
169.613,59.022
159.757,54.631
170.41,53.559
172.695,52.003
179.588,59.236
172.271,61.002
170.581,52.011
167.441,52.301
177.864,57.011
180.658,63.629
159.377,57.447
175.125,63.553
165.736,57.551
170.542,54.614
174.466,59.275
174.297,65.783
173.008,52.793
169.83,53.958
166.125,45.905
168.328,46.873
169.839,52.627
182.034,61.105
172.72,57.009
174.419,63.158
178.714,58.477
172.112,59.384
175.816,60.751
172.076,47.871
162.966,58.825
171.763,50.127
172.449,53.042
166.331,58.538
173.546,46.874
173.394,65.132
183.948,65.407
169.969,55.737
176.37,62.366
174.882,60.338
173.68,55.633
167.772,59.155
180.934,57.078
171.34,49.221
170.821,69.482
173.022,56.608
180.216,63.489
168.38,59.297
178.289,61.202
171.077,60.981
163.733,61.52
179.964,64.904
164.045,55.639
170.472,58.411
173.295,57.908
170.582,57.657
169.736,60.062
176.44,54.15
171.492,56.642
170.479,53.731
175.577,61.756
176.017,53.694
170.009,57.656
178.447,59.681
177.781,67.245
173.688,57.593
177.152,63.079
178.933,56.114
169.971,53.455
164.565,55.489
181.991,61.01
165.421,51.797
172.862,57.628
167.107,57.039
170.048,59.908
166.821,55.119
175.356,49.08
177.466,68.651
164.531,51.243
178.407,57.638
171.798,56.497
171.478,62.722
172.282,50.905
179.283,70.823
176.947,60.557
168.358,49.198
166.055,55.868
179.46,62.735
181.324,65.658
176.189,56.319
176.975,67.217
178.564,65.15
165.52,52.465
173.58,60.05
173.697,55.738
166.512,52.391
178.257,55.1
170.988,55.869
174.208,52.197
183.825,60.754
178.315,70.75
173.713,52.858
178.494,69.051
175.45,62.823
173.8,56.844
167.987,59.858
172.343,55.634
170.074,51.72
167.604,52.436
172.603,55.884
168.333,53.413
174.064,57.983
173.386,57.683
168.504,51.909
176.208,62.137
165.765,55.268
174.521,54.197
166.439,56.055
171.941,56.297
175.066,61.692
167.93,51.437
172.882,57.827
171.681,52.982
175.066,55.117
177.539,67.137
170.175,51.893
173.147,60.677
173.834,52.397
172.179,55.435
176.788,54.966
173.359,55.801
168.697,44.726
173.242,52.973
175.813,58.581
162.788,49.521
168.335,57.621
166.823,46.049
173.209,62.681
176.399,62.387
170.673,46.999
170.497,52.974
163.936,56.685
176.623,64.103
170.779,55.343
172.594,58.529
171.262,57.28
170.914,55.307
165.09,61.958
166.214,59.006
173.334,54.71
170.301,54.195
168.997,51.175
174.973,55.198
172.299,62.592
168.599,55.987
166.034,54.23
179.535,61.548
166.355,64.02
172.499,54.985
179.827,57.231
174.036,58.009
171.398,57.275
165.711,55.895
163.392,53.692
178.849,69.192
169.224,52.201
167.401,49.044
168.98,50.986
176.059,57.434
159.709,46.969
175.059,59.216
167.989,49.079
177.796,55.503
173.904,62.863
175.92,60.662
177.638,58.038
170.227,55.929
177.221,59.257
174.376,63.185
173.852,50.348
172.438,53.642
174.471,54.921
166.533,47.731
175.771,63.162
173.774,60.999
175.505,55.72
175.112,58.385
172.501,57.639
173.466,60.941
168.458,60.841
173.229,57.503
176.866,65.799
173.57,53.171
177.501,65.217
170.485,52.2
179.149,57.006
172.3,61.482
174.802,58.165
172.799,56.83
175.344,60.764
170.849,57.407
168.653,61.314
164.43,49.549
175.896,50.692
176.537,66.452
173.017,58.135
176.222,57.202
167.95,52.258
166.206,57.641
180.207,65.639
166.838,51.939
174.509,59.709
173.491,62.06
180.839,63.953
174.183,64.256
178.364,58.303
170.396,54.256
166.85,54.809
171.495,56.753
178.563,62.664
174.528,53.968
175.56,60.594
166.797,55.536
163.468,47.479
176.53,61.601
172.703,54.248
174.854,56.784
169.308,57.939
164.024,57.004
173.371,58.91
178.131,59.094
175.651,62.493
167.663,58.593
165.751,58.836
166.08,50.67
175.064,53.609
170.325,60.529
170.956,62.04
164.806,63.427
168.355,45.725
180.182,61.337
179.412,60.525
176.445,58.38
172.638,65.23
177.84,61.111
173.901,46.519
166.481,49.082
176.71,60.782
174.516,55.627
168.858,57.263
166.755,62.922
164.614,53.658
175.792,58.189
180.963,63.563
169.624,60.336
169.334,53.549
171.349,59.069
173.729,59.872
167.786,48.341
179.687,58.503
175.38,50.98
165.747,51.213
179.933,61.692
168.867,58.701
164.754,59.58
164.841,47.18
169.962,59.724
174.747,62.528
173.404,62.974
174.943,65.78
174.029,52.905
163.217,53.452
182.483,67.649
180.561,67.129
163.106,55.14
159.095,49.325
167.163,54.681
171.039,62.178
167.181,51.279
172.699,52.01
175.545,62.431
182.49,59.889
184.705,60.844
171.632,57.531
169.829,56.606
170.66,59.476
171.911,55.395
168.235,51.427
164.44,39.583
172.655,54.81
179.266,59.796
182.89,66.788
171.727,59.066
169.367,53.575
179.593,56.199
172.089,55.725
175.796,60.924
178.016,54.709
173.878,55.493
174.928,58.491
172.537,53.115
179.026,61.938
176.087,55.541
171.515,67.495
166.699,59.349
172.447,58.039
173.048,52.599
176.657,66.327
169.926,57
171.705,51.526
165.687,57.973
174.029,57.585
182.276,55.829
169.02,60.092
168.79,55.991
177.141,58.425
173.122,58.831
167.723,54.44
164.432,51.537
166.586,51.16
169.024,55.376
176.316,63.622
179.455,67.346
176.662,59.893
172.453,60.227
170.979,62.903
161.932,53.542
170.747,56.901
171.575,57.275
169.954,55.603
175.499,55.55
170.433,53.716
179.002,63.865
176.996,57.967
174.157,60.424
171.284,56.008
169.042,52.465
172.818,62.66
177.25,56.344
172.578,59.435
169.262,57.492
173.865,57.719
177.98,51.426
176.048,51.786
182.266,61.433
177.079,63.72
170.179,58.907
184.123,62.856
168.357,53.26
167.645,59.242
174.041,53.699
170.851,55.242
167.159,54.743
173.727,63.783
176.65,63.051
174.826,57.225
171.925,55.241
174.245,50.193
170.245,57.775
176.081,63.319
172.126,55.875
169.575,49.468
170.429,53.131
175.164,61.893
169.369,61.905
177.991,58.868
168.621,57.21
175.398,59.778
176.505,63.684
173.035,58.382
173.741,63.023
176.278,59.942
176.675,65.23
174.524,57.328
165.648,52.912
176.194,61.391
175.581,62.971
169.903,62.339
166.342,60.835
173.249,61.331
168.394,50.682
171.542,50.53
171.553,56.715
177.52,65.307
174.125,50.249
170.663,56.642
171.083,59.368
181.6,62.916
174.822,59.09
175.556,54.199
164.171,57.852
164.038,45.552
167.626,56.274
175.394,58.703
177.305,70.212
173.78,65.671
170.506,52.649
169.824,53.415
174.648,56.826
167.941,59.57
164.204,51.1
166.619,55.353
176.305,59.962
177.464,53.561
172.07,52.257
176.712,57.251
170.024,57.184
170.993,59.188
171.341,51.324
178.374,61.27
167.72,50.301
173.698,54.089
174.325,57.563
180.607,58.286
172.815,52.558
169.386,55.152
169.586,47.478
179.24,55.48
164.451,45.176
172.378,48.989
169.041,54.837
180.325,62.954
173.487,56.65
172.487,60.832
175.203,58.401
168.785,53.292
168.511,50.996
173.33,61.195
168.959,51.64
164.631,55.044
167.452,48.614
174.376,58.969
167.198,48.775
178.504,61.606
174.86,53.412
176.427,60.695
170.852,57.539
181.057,60.709
175.638,56.628
176.355,56.602
180.795,61.158
168.803,60.961
170.818,53.359
173.656,61.247
174.213,67.339
162.965,51.132
174.481,62.788
174.552,67.071
172.211,59.192
163.395,49.627
170.759,54.956
179.328,62.314
174.747,61.273
172.591,54.477
158.95,43.54
173.775,51.192
175.294,64.217
167.001,63.318
182.413,60.119
176.2,53.995
168.67,52.539
179.546,61.325
168.283,57.087
174.525,55.359
170.861,52.638
175.494,66.441
183.777,63.275
175.37,60.738
179.662,64.907
173.658,65.289
183.192,71.421
172.499,54.443
179.656,57.628
174.407,53.001
167.02,57.637
167.516,47.711
171.363,52.492
176.882,60.024
173.243,58.031
178.107,64.983
176.119,58.24
165.202,54.386
170.52,57.239
165.985,53.049
178.267,56.069
168.65,56.449
174.511,60.963
173.941,60.277
174.837,60.966
178.802,57.674
166.2,47.265
178.04,61.218
174.657,69.773
176.164,58.218
170.291,60.02
185.411,71.513
171.147,69.18
164.648,52.753
167.815,51.934
174.244,56.694
170.313,59.758
168.298,48.894
176.309,63.141
177.441,65.661
177.561,60.163
177.051,60.121
176.877,63.629
172.705,53.399
177.06,57.334
176.114,60.593
180.975,62.174
167.543,48.842
171.663,61.452
177.769,58.608
177.647,66.598
174.217,52.41
176.927,59.43
174.423,57.334
175.967,59.633
170.383,56.952
171.958,61.636
174.11,54.56
177.597,61.574
170.139,57.492
166.32,49.04
175.448,59.203
162.133,52.03
171.403,55.619
169.395,48.196
171.061,55.348
173.45,52.673
182.664,59.987
178.432,60.578
170.947,62.32
178.423,57.096
175.567,62.958
170.962,54.141
174.442,58.866
174.256,52.355
170.017,55.53
176.982,60.207
170.057,41.326
173.372,60.993
179.732,67.225
178.573,61.717
176.802,57.423
169.945,54.44
163.129,53.31
163.478,52.042
181.731,66.278
173.087,54.297
174.1,57.858
164.196,48.147
168.144,51.607
166.543,64.026
169.118,48.075
171.79,61.691
179.056,64.31
178.245,56.601
170.533,59.628
179.683,59.994
175.5,64.696
171.397,57.729
174.138,65.019
175.462,67.037
178.7,54.958
159.266,41.944
171.693,62.933
173.096,63.423
175.96,70.558
175.45,54.495
175.5,53.285
174.281,59.078
158.491,40.406
175.588,63.364
171.028,57.122
165.313,59.676
180.659,62.191
172.899,53.236
166.472,53.23
178.747,56.519
166.84,56.413
165.455,57.881
183.265,67.293
165.234,46.953
165.118,43.041
176.587,61.026
168.944,51.891
177.81,62.654
167.593,55.943
167.982,45.814
177.491,62.617
169.335,57.094
169.909,63.292
173.977,55.664
168.961,57.306
172.626,51.832
168.401,57.426
177.886,54.516
168.157,48.49
173.283,56.245
173.559,60.025
169.382,59.071
167.183,51.014
169.658,54.226
177.933,52.269
168.411,56.5
167.44,55.056
181.191,62.851
167.482,59.635
169.679,54.122
172.427,57.852
174.187,56.341
171.802,59.732
171.314,58.211
179.794,60.108
168.162,51.704
162.605,45.994
176.558,65.579
168.142,45.639
173.01,62.24
175,51.952
167.863,58.018
166.861,63.768
169.799,59.124
173.056,57.315
167.268,55.094
168.812,50.462
178.229,61.489
179.01,57.287
174.853,56.914
173.132,56.432
177.183,52.261
170.381,55.131
168.803,60.665
172.986,56.283
178.265,67.11
180.513,61.954
167.962,62.163
177.861,60.023
162.458,50.268
173.467,62.514
169.639,56.742
178.601,53.583
172.407,52.436
165.073,52.44
166.97,46.838
170.655,51.538
161.805,50.534
183.447,66.492
174.604,56.796
164.686,55.595
172.405,58.909
171.14,53.478
165.401,58.578
175.86,56.943
165.331,50.474
178.589,57.243
173.404,58.77
171.805,62.479
169.061,55.61
175,64.621
172.052,62.795
176.344,60.637
175.619,55.177
180.053,62.898
171.448,60.874
171.414,58.551
167.144,55.561
176.487,49.354
164.984,50.772
168.716,50.382
172.212,54.612
178.709,65.731
167.473,56.596
183.254,69.179
175.318,64.306
172.599,51.67
164.802,54.538
169.898,49.34
173.135,54.93
170.98,57.463
179.887,62.549
175.843,56.635
172.694,52.89
175.524,66.935
165.605,51.932
179.564,59.319
172.61,64.096
164.384,50.141
172.153,54.892
169.292,49.762
174.41,51.881
179.342,64.273
180.713,59.513
168.636,54.645
168.451,52.097
174.221,64.581
176.073,51.951
175.326,59.478
177.598,61.168
175.803,49.749
179.088,61.239
173.291,55.285
163.628,56.699
169.332,54.971
168.292,60.82
175.402,51.786
161.699,45.891
167.101,63.591
165.523,46.359
173.104,61.371
176.25,61.568
167.097,55.544
173.38,54.665
176.59,56.315
172.843,58.964
165.341,60.574
172.526,57.237
172.643,62.051
174.853,57.066
168.854,54.277
175.838,58.436
169.982,60.177
174.853,54.387
181.826,76.015
174.093,62.504
168.929,53.363
177.749,57.498
179.882,55.282
170.314,57.742
173.565,65.124
175.152,59.801
171.05,62.337
181.074,58.39
174.674,58.893
173.049,57.231
168.651,53.183
165.707,62.208
168.758,57.745
180.17,62.452
170.969,58.237
179.644,59.178
173.003,57.099
173.895,66.624
172.753,51.839
170.082,59.571
173.796,57.708
175.492,57.76
172.303,59.212
170.206,52.748
172.67,60.175
176.299,63.489
173.169,65.013
174.809,55.559
176.769,54.493
177.282,63.275
176.712,56.04
168.081,59.057
174.15,65.731
172.738,67.422
173.244,54.811
173.783,56.536
169.873,56.197
170.612,58.171
170.215,61.136
168.349,55.7
168.431,58.346
171.258,58.813
170.847,58.496
169.816,52.483
173.505,53.981
171.154,66.188
178.896,68.378
177.666,64.048
175.716,61.54
169.076,52.958
174.446,64.97
164.642,45.211
179.046,57.306
172.994,57.411
173.774,56.752
173.241,54.725
164.376,60.315
166.751,51.954
178.087,60.592
170.107,55.699
171.134,56.6
178.332,54.345
166.633,53.361
167.623,57.467
162.878,52.061
172.46,51.456
177.212,57.258
169.368,56.018
181.123,58.506
175.067,69.623
180.294,62.244
178.037,55.211
173.407,56.117
173.815,59.077
171.412,55.704
165.827,56.396
175.58,58.093
177.942,61.503
168.316,55.157
171.869,57.354
170.92,62.171
174.698,53.471
177.062,62.303
179.527,64.274
176.956,63.409
170.564,59.988
175.233,61.487
171.271,56.23
172.18,62.141
163.655,65.9
171.9,55.218
177.785,60.118
177.084,53.279
176.322,60.649
165.008,56.153
171.527,60.089
176.048,58.505
168.679,60.856
173.756,58.184
169.535,52.039
170.322,56.618
175.362,50.723
177.405,61.441
173.019,49.753
172.636,57.609
163.242,49.711
168.607,51.353
176.916,63.876
171.475,50.476
174.242,67.833
166.085,51.375
177.175,63.324
168.659,55.486
177.747,54.197
176.067,60.599
167.149,65.373
169.824,63.737
178.744,61.371
168.924,58.572
168.397,55.231
179.823,62.538
169.974,65.09
172.376,46.141
175.926,61.447
162.14,52.472
174.254,57.701
170.266,56.16
171.185,54.246
165.645,59.792
173.451,57.436
175.529,58.177
173.618,59.09
172.918,57.877
172.317,60.008
165.826,57.806
173.211,55.552
172.061,51.863
170.301,56.065
166.126,62.133
168.072,52.364
169.694,52.671
170.917,57.014
178.042,52.907
169.676,54.769
169.253,53.515
176.695,56.802
179.34,58.302
182.789,59.09
170.16,48.191
164.186,56.443
163.738,51.591
171.401,53.845
180.41,67.824
169.104,56.53
174.898,59.332
168.286,53.471
174.234,54.326
179.235,56.306
173.206,61.335
174.323,66.102
170.056,55.183
166.958,54.557
176.266,59.745
173.781,70.317
174.085,53.801
167.383,54.243
182.357,61.131
164.131,57.093
172.595,61.499
175.887,54.703
175.512,53.013
174.412,53.371
172.639,58.208
173.657,50.155
168.897,57.872
167.912,60.347
176.948,68.213
180.076,57.619
160.624,53.988
170.681,53.336
172.359,55.74
170.759,59.765
177.052,59.415
174.864,48.835
183.761,60.605
181.015,60.728
176.382,55.639
170.923,53.775
169.702,45.825
174.914,58.04
168.888,57.446
172.828,63.781
177.849,55.539
172.294,58.942
176.402,62.962
170.864,52.718
169.022,57.618
177.916,53.57
169.556,50.929
163.748,47.2
169.817,50.293
171.341,60.672
176.406,60.028
169.175,58.844
170.335,59.619
173.79,51.217
176.512,52.927
178.979,63.69
175.077,51.14
162.795,55.276
177.51,54.479
180.292,60.611
179.722,60.816
175.998,55.604
171.059,53.829
181.881,65.905
174.585,57.955
178.389,59.898
172.042,58.265
163.902,54.261
169.257,52.924
177.192,52.647
166.54,57.569
174.685,54.865
176.293,63.872
176.366,62.275
173.495,64.653
161.987,52.509
166.835,58.135
173.576,54.793
177.462,66.933
166.941,56.327
173.055,58.993
180.109,63.296
172.323,49.221
170.873,60.363
168.019,56.342
172.699,53.85
172.089,58.588
177.685,57.168
165.753,58.922
174.714,61.734
174.085,65.62
169.385,54.643
167.354,58.612
171.982,56.409
161.37,52.963
176.52,63.148
178.451,60.267
173.572,64.711
173.253,64.933
181.896,59.536
173.503,60.284
174.741,58.161
167.92,50.127
180.773,68.51
167.56,59.853
176.516,59.533
168.145,59.014
170.321,56.32
179.887,61.863
172.329,61.997
167.685,51.024
168.221,56.524
169.337,60.258
166.333,59.53
171.755,67.092
174.825,54.135
173.813,57.404
164.797,50.941
179.615,58.534
173.473,57.085
174.189,58.236
166.797,46.153
173.627,57.511
173.503,55.215
172.655,52.044
166.233,49.968
168.699,61.316
172.127,48.897
178.123,51.127
168.79,54.123
170.838,60.063
172.471,63.478
165.411,53.543
179.187,62.213
172.553,57.927
173.755,59.604
172.858,56.794
169.713,56.886
181.521,70.984
168.144,59.094
172.168,59.408
167.592,62.093
180.802,54.3
169.258,48.787
165.634,49.148
182.936,65.907
172.06,59.11
169.693,53.665
177.363,68.641
175.428,61.106
172.068,59.262
175.39,50.875
167.559,47.287
175.605,58.544
171.22,59.001
172.528,59.041
174.952,55.317
179.795,66.604
172.569,52.99
174.136,56.226
172.614,64.862
170.543,56.534
168.452,61.376
177.462,55.913
178.684,58.286
173.559,53.618
175.898,57.103
176.541,54.27
164.462,61.747
180.798,62.061
173.239,61.815
170.709,62.932
172.957,58.888
171.652,60.664
168.579,54.845
178.918,52.356
176.774,53.543
185.899,64.157
164.602,51.688
161.006,52.977
173.798,55.27
173.244,59.028
173.933,56.32
173.068,49.825
169.073,54.39
182.052,64.68
170.313,58.321
174.891,53.402
174.377,55.384
162.989,50.243
170.586,64.661
165.274,56.102
176.968,61.872
170.9,61.354
177.56,58.622
168.637,51.562
175.279,59.883
175.03,58.193
167.71,49.01
173.279,59.214
180.008,61.676
165.074,53.324
170.492,54.353
172.3,55.894
179.685,63.427
163.261,46.852
174.319,57.06
182.462,58.87
175.611,56.263
175.626,61.517
177.452,56.075
172.738,55.411
163.271,54.007
164.611,44.518
173.841,62.134
171.039,53.6
168.239,50.656
166.071,61.509
177.038,57.844
178.337,59.529
170.84,57.898
173.211,57.37
176.147,57.635
179.899,61.762
175.156,65.818
168.537,55.872
171.962,51.205
167.673,57.278
164.266,55.197
165.765,52.667
163.375,57.238
173.21,51.808
179.41,62.756
170.997,62.089
175.449,61.131
171.153,51.116
170.051,50.14
176.209,61.256
170.62,58.161
164.65,51.352
177.149,59.751
175.4,55.651
174.062,53.96
167.066,61.472
179.054,58.611
181.687,61.166
173.135,49.993
178.204,69.388
174.442,63.893
162.75,53.713
166.725,45.216
172.496,58.608
172.149,66.226
175.733,60.225
172.755,59.669
158.723,53.361
172.62,57.712
172.272,60.837
169.999,50.366
171.19,60.973
171.243,65.167
167.853,53.582
176.282,54.259
173.812,56.323
174.378,57.405
171.986,50.061
169.986,51.442
170.894,58.143
171.709,59.93
176.262,54.72
167.906,51.384
174.343,58.835
170.005,54.056
168.966,60.769
163.563,53.486
172.391,57.704
178.897,54.892
178.825,53.76
174.973,57.69
175.53,56.179
175.793,59.591
170.07,57.617
174.124,63.093
171.067,54.913
178.014,66.195
169.05,54.585
173.73,60.964
175.706,57.85
172.436,59.328
175.848,68.73
168.639,61.696
168.381,58.448
175.968,60.63
170.303,56.051
167.866,54.562
166.136,48.201
163.606,45.548
175.258,66.604
162.459,44.829
170.815,50.583
178.132,62.956
185.709,70.115
173.894,61.343
176.182,59.366
164.981,51.236
167.684,48.115
168.387,51.961
179.519,56.679
171.024,61.526
161.758,57.809
170.319,57.074
181.796,56.984
179.69,67.76
172.476,56.124
178.406,61.143
168.727,64.922
173.423,54.608
175.856,60.233
168.253,56.539
180.954,68.311
163.146,48.293
173.075,58.692
179.126,62.904
174.758,55.971
181.558,55.497
168.289,53.117
171.854,56.711
168.263,53.538
176.28,53.44
161.763,56.496
171.967,53.219
164.055,44.311
172.474,55.165
176.068,60.037
174.703,60.652
165.525,47.016
171.187,56.102
163.604,45.502
181.545,63.39
167.843,51.735
175.574,57.967
178.264,64.35
176.602,67.64
166.259,56.495
183.227,60.384
162.599,51.168
170.038,55.196
179.746,58.555
170.497,57.586
180.122,62.363
175.412,43.934
174.93,59.926
179.233,63.053
174.601,63.85
167.761,60.504
181.639,59.492
171.732,59.515
171.834,54.565
175.924,59.039
172.855,50.529
179.5,54.536
161.142,52.337
168.038,51.955
173.176,66.346
170.847,55.365
176.637,61.26
173.31,53.309
173.683,60.667
161.649,50.808
181.525,63.941
175.936,63.783
175.87,70.56
172.612,55.044
169.883,56.167
176.768,59.291
178.339,62.04
169.593,49.481
170.27,61.038
184.717,61.462
181.028,67.61
177.908,54.767
170.966,56.807
180.146,64.344
180,61.978
180.769,56.671
181.046,57.483
175.32,60.835
178.636,64.369
164.227,49.847
173.486,52.624
172.784,58.56
176.648,61.378
176.949,54.593
169.214,54.764
179.587,65.552
169.788,55.916
169.952,47.472
178.988,53.126
172.159,56.881
166.801,48.567
169.997,60.183
169.768,64.358
168.176,57.049
181.653,62.417
175.918,57.72
168.61,58.226
172.691,47.103
175.531,55.136
170.008,58.286
174.72,50.462
182.115,57.983
181.829,70.588
178.37,56.075
172.22,58.475
170.175,63.947
169.416,57.272
172.259,48.668
166.426,46.606
168.314,51.029
169.191,59.868
175.838,61.477
177.213,59.474
170.826,57.18
182.736,66.21
178.889,59.532
175.637,61.265
168.547,53.252
172.017,54.459
176.094,65.506
170.655,53.913
165.05,57.991
176.534,59.368
168.192,53.33
169.851,66.33
170.857,50.22
174.871,53.845
176.9,62.235
173.8,57.781
167.966,59.172
168.926,53.775
173.285,53.324
180.074,59.9
168.889,58.801
167.452,49.959
179.328,60.464
177.566,56.691
173.158,61.175
172.563,51.977
170.858,57.643
180.173,60.754
166.199,60.148
174,61.633
165.923,56.244
170.583,56.566
162.786,47.355
164.791,54.072
172.882,50.875
172.352,62.638
174.484,62.026
182.471,62.798
184.615,60.79
185.362,58.67
174.481,50.693
174.448,56.717
179.363,61.221
174.201,60.393
172.393,55.309
171.102,60.468
177.83,56.963
180.361,63.582
176.638,69.563
170.94,57.506
175.047,60.365
170.134,50.115
171.514,59.621
174.47,69.356
172.899,65.734
165.981,48.303
173.417,58.63
173.836,62.816
174.333,56.828
167.429,52.335
174.638,54.995
171.459,54.854
171.086,54.175
174.623,55.908
167.2,56.707
161.706,45.734
169.505,55.951
174.668,55.234
161.297,52.263
172.127,56.691
174.184,56.045
175.932,61.401
176.996,55.368
174.743,56.417
181.497,67.699
170.389,48.706
168.427,48.854
170.314,59.065
169.397,51.086
172.035,55.527
172.72,62.202
169.261,46.459
166.758,49.045
175.819,51.394
163.164,57.626
171.69,60.25
178.892,61.753
170.466,58.07
172.689,51.378
177.545,64.939
171.389,53.733
179.677,60.362
170.422,57.741
164.183,56.2
167.521,51.717
178.666,59.593
165.303,53.088
170.219,57.789
171.318,63.494
164.159,51.77
170.653,58.404
175.582,56.787
171.413,50.614
174.264,60.428
168.554,50.43
170.777,55.992
172.988,56.375
164.438,62.694
173.478,57.87
175.833,59.753
174.235,64.642
168.361,54.462
168.734,50.87
162.564,52.72
171.304,69.079
165.499,46.296
165.962,51.175
166.895,59.249
163.472,50.838
166.564,57.431
180.488,61.758
170.778,55.284
165.524,50.068
177.404,69.018
169.211,56.57
171.471,68.177
168.662,56.319
175.334,56.126
175.528,67.796
173.845,57.404
174.371,63.11
183.911,59.76
172.501,59.961
169.951,52.724
167.858,60.711
171.879,54.946
174.672,59.784
170.13,53.115
174.621,57.055
179.82,60.54
163.354,50.015
175.061,54.523
171.961,62.16
181.404,63.123
184.186,51.819
174.781,57.874
170.535,49.701
169.521,59.172
177.042,70.915
184.789,71.46
171.867,63.173
173.429,65.453
175.891,61.682
178.671,62.818
183.122,61.269
170.478,57.875
182.252,62.543
168.458,56.024
174.232,58.335
172.328,58.48
176.119,53.696
168.588,55.408
168.317,50.011
164.774,60.026
172.539,49.65
178.651,69.745
168.516,54.687
174.359,62.097
171.069,54.473
175.863,60.163
177.52,59.479
166.917,56.79
175.774,62.305
184.995,65.226
162.313,55.306
166.084,56.646
165.395,56.027
172.913,56.917
178.768,65.195
173.465,56.801
168.078,54.863
175.293,57.25
163.566,53.61
176.957,62.299
178.097,67.102
179.517,62.703
182.046,70.033
180.303,59.801
174.479,54.57
167.971,59.184
183.342,66.037
163.815,54.476
180.593,54.77
173.229,58.92
168.479,51.281
170.291,62.521
173.496,57.939
175.727,56.734
172.815,61.538
169.102,60.453
172.623,57.336
177.91,59.734
169.748,61.908
167.812,54.058
169.506,51.878
174.237,59.637
172.545,53.63
173.458,63.79
166.668,61.932
174.841,60.501
173.78,55.101
173.481,57.042
170.377,54.791
165.829,57.573
176.699,60.156
177.708,63.018
181.589,70.942
183.056,58.928
173.535,61.807
176.306,56.369
176.036,64.21
178.532,67.876
189.841,70.462
172.464,58.029
160.832,56.275
174.961,53.09
167.891,53.454
173.735,61.349
167.169,53.909
168.952,55.762
169.39,58.414
174.901,55.335
165.826,53.314
171.333,55.21
166.943,47.468
175.719,62.602
170.666,54.261
172.613,52.275
177.55,60.53
176.191,54.428
173.383,55.98
172.046,55.881
172.708,56.413
170.232,54.423
172.97,53.635
175.45,61.712
174.137,68.017
172.418,41.584
164.013,53.166
166.78,50.721
171.204,55.352
171.579,61.726
168.583,50.088
175.341,63.819
176.7,63.062
172.712,64.62
172.141,52.993
178.456,66.348
171.582,58.685
173.892,55.92
168.347,53.815
170.59,58.195
179.692,57.628
163.608,59.022
177.643,61.591
169.913,64.292
176.164,58.706
178.588,52.129
165.523,49.218
167.986,52.779
177.663,53.644
167.08,59.142
166.046,55.902
171.514,51.008
166.777,58.938
172.934,56.915
178.318,63.993
172.952,57.443
177.45,59.237
180.94,74.942
172.052,53.521
175.187,63.025
